name,reviewer,no_stars,review_body,guide,no_reviews,review-date,url,timestamp
SARPI | Georgian-Turkish border - Google Maps,Mustafa Kaya,4 stars,"Sometimes it is very crowded, there are enough food and beverage services, prices in Setur restaurants may sometimes vary compared to other places. When you arrive by car, there are no very large parking lots where you can park your car. …. More",Local Guide · 65 reviews · 22 photos,Local Guide · 65 reviews · 22 photos,6 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUQ5bEtmdHZRRRAB",2024-10-09T07:04:09Z
SARPI | Georgian-Turkish border - Google Maps,Андрей Наумчик,3 stars,"We crossed the border from Georgia to Turkey by car. The snag in time was due to insurance, which could only be obtained on the Turkish side for cash. At this time, the car is parked and interferes with others. And so it is for everyone. …. More",Local Guide · 433 reviews · 556 photos,Local Guide · 433 reviews · 556 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUN1bUx1X0FnEAE",2024-10-09T07:04:09Z
SARPI | Georgian-Turkish border - Google Maps,konstantine tchumburidze,5 stars,"Be patient with them, they have to work with 1000 people with a thousand skills and wits!! Thanks to them for working so hard and for your safe transition...",Local Guide · 21 reviews · 65 photos,Local Guide · 21 reviews · 65 photos,a month ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUQ3di16Y0FREAE",2024-10-09T07:04:09Z
SARPI | Georgian-Turkish border - Google Maps,Mustafa Akman,1 star,"The Georgian side should learn something from my Beautiful Turkey's side.
A style to behold for every need other than your own body.",Local Guide · 122 reviews · 67 photos,Local Guide · 122 reviews · 67 photos,4 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURUem9UV21RRRAB",2024-10-09T07:04:09Z
SARPI | Georgian-Turkish border - Google Maps,Onur Özyürek,3 stars,"Escalators were not working. There is control over what comes and what goes, whether you bring in seeds or take away an endemic species, it doesn't matter :(",Local Guide · 61 reviews · 129 photos,Local Guide · 61 reviews · 129 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNCX19INXN3RRAB",2024-10-09T07:04:09Z
SARPI | Georgian-Turkish border - Google Maps,Ahmed Al Ifraid,1 star,"Bad morals and no one knows how to speak, neither English nor Arabic from both countries, and you are not allowed to enter a rental car and you have to park in asphalt parking lots, and even taxis will not enter, knowing that there are paid …. More",Local Guide · 118 reviews · 157 photos,Local Guide · 118 reviews · 157 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURSNjZEd05BEAE",2024-10-09T07:04:10Z
SARPI | Georgian-Turkish border - Google Maps,Bruno M.,1 star,"I wanted to leave you my 1 star from the time of COVID, since the Georgian woman at the reception asked me for a physical copy of my second PCR done no more and no less than 6 months ago, for no reason and threatening to fine me. …. More",,52 reviews · 897 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNMa05QZmJREAE",2024-10-09T07:04:10Z
SARPI | Georgian-Turkish border - Google Maps,Ahmet Dik,3 stars,"I went to Batumi in 2013 and 2018. There was overcrowding every time I went. There was a huge queue of both vehicles and people. If you are using a passport, I recommend you pass with your passport. Otherwise, because there are too many people trying to pass with their IDs, a queue forms and you have to wait for hours.",Local Guide · 222 reviews · 79 photos,Local Guide · 222 reviews · 79 photos,3 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNxZy1fYmJREAE",2024-10-09T07:04:10Z
SARPI | Georgian-Turkish border - Google Maps,HAMED Al_K,5 stars,"To be honest, my wife and I entered the port today, April 12, 2018
Georgia's procedures are very fast, maybe 10 minutes, and by the end there was a queue in front of me of maybe 12 people …. More","Local Guide · 151 reviews · 1,277 photos","Local Guide · 151 reviews · 1,277 photos",6 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURBellUMXNRRRAB",2024-10-09T07:04:10Z
SARPI | Georgian-Turkish border - Google Maps,Ivan Dyomin,2 stars,"One of the worst border crossings I have ever visited. While the Georgian side is going well, the Turkish side is a complete mess. Border guards do not speak English; people in passenger cars are sent to booths intended exclusively for …. More",Local Guide · 122 reviews · 202 photos,Local Guide · 122 reviews · 202 photos,6 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNnbUlHRkpBEAE",2024-10-09T07:04:10Z
SARPI | Georgian-Turkish border - Google Maps,Hakan Yuksel,3 stars,I went in 2012. We paid 1 TL and entered with our ID. But we waited a long time. They were entering our pictures into the database. There were 4-5 counters. It took a long time for the pictures to be taken and to get wet. When you see the …. More,"Local Guide · 454 reviews · 1,621 photos","Local Guide · 454 reviews · 1,621 photos",5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURvcnJhRVhnEAE",2024-10-09T07:04:11Z
SARPI | Georgian-Turkish border - Google Maps,Taha Kaan Isleyici,5 stars,The territorial gate between Turkey and Georgia; the well modernized Turkish facility but next to Georgia; they need renewal in terms of buildings and physical conditions 🇬🇪 🇬🇪 🇬🇪 …,"Local Guide · 557 reviews · 9,358 photos","Local Guide · 557 reviews · 9,358 photos",a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURwNXVpQlN3EAE",2024-10-09T07:04:11Z
SARPI | Georgian-Turkish border - Google Maps,Jimmy S,5 stars,"December 23, 2021

Passage through this land border post between Turkey and Georgia. …. More","Local Guide · 302 reviews · 1,407 photos","Local Guide · 302 reviews · 1,407 photos",2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURtNDdTWXZRRRAB",2024-10-09T07:04:11Z
SARPI | Georgian-Turkish border - Google Maps,khlef alenze,1 star,"Entry from Georgia is bad. I do not recommend this backward country
Their dogs are more than their dogs",Local Guide · 150 reviews · 22 photos,Local Guide · 150 reviews · 22 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNMeHM3UnNBRRAB",2024-10-09T07:04:11Z
SARPI | Georgian-Turkish border - Google Maps,Melike Dalyan Özgül,5 stars,The border gate is busy on holidays and weekends.,Local Guide · 112 reviews · 277 photos,Local Guide · 112 reviews · 277 photos,5 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNqOHVfd0JREAE",2024-10-09T07:04:11Z
SARPI | Georgian-Turkish border - Google Maps,Barbaros Kaya,5 stars,"Artvin is a border gate close to Hopa province, used to cross into Georgia.
There are minibuses (just past the banks in the center) that you can easily reach for 38 TL from the city of Hopa where you depart from. Don't waste money on …. More",Local Guide · 127 reviews · 59 photos,Local Guide · 127 reviews · 59 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURwdWZqMUlREAE",2024-10-09T07:04:11Z
SARPI | Georgian-Turkish border - Google Maps,,1 star,"The port is primitive
If you don't have a car, get down on your feet between the two crossings
Entry procedures between the two countries are 20 to 30 minutes …. More","Local Guide · 235 reviews · 1,058 photos","Local Guide · 235 reviews · 1,058 photos",5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURVd1BHNTZBRRAB",2024-10-09T07:04:12Z
SARPI | Georgian-Turkish border - Google Maps,Ali Bakır,4 stars,"The building is old, landscaping could be better. Even though there is no density, there is a queue, the capacity is low
But it is very good compared to the Georgian side",Local Guide · 160 reviews · 110 photos,Local Guide · 160 reviews · 110 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChRDSUhNMG9nS0VJQ0FnSUR4dHRBRBAB",2024-10-09T07:04:12Z
SARPI | Georgian-Turkish border - Google Maps,김데니스,5 stars,"A fairly quick crossing across the Georgia-Türkiye border. Crossing the border took no more than 10 minutes, there are no queues at all on the Georgian side, very polite and competent employees. There are small queues on the Turkish side. Overall excellent.",Local Guide · 405 reviews · 844 photos,Local Guide · 405 reviews · 844 photos,5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUQ0dDZDTURnEAE",2024-10-09T07:04:12Z
SARPI | Georgian-Turkish border - Google Maps,Oleksiy Syvak,5 stars,A well-equipped border crossing point with Turkey. Large car parking. Beautiful views of the sea coast,"Local Guide · 991 reviews · 11,826 photos","Local Guide · 991 reviews · 11,826 photos",3 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNxcDlYMXVBRRAB",2024-10-09T07:04:12Z
SARPI | Georgian-Turkish border - Google Maps,MÜGE AYDIN,1 star,"They are definitely not humane, I would close that door if I could. They are rude enough to make you regret entering. I did not feel safe and happy inside...",,3 reviews,5 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURqMHIzMEJnEAE",2024-10-09T07:04:12Z
SARPI | Georgian-Turkish border - Google Maps,Маша Слюнько,1 star,"The worst! We drove by car, on the Georgian side they said that only the driver could stay in the car, the rest should go to the pedestrian border. We stood in line in a narrow and stuffy pipe, and with us there were another 100 people. The …. More",,5 reviews · 1 photo,11 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUM1MHB1RnlnRRAB",2024-10-09T07:04:13Z
SARPI | Georgian-Turkish border - Google Maps,Erhan Sezgin,5 stars,"When it's not crowded, the crossings are quiet. Be careful of those who give you something and ask you to cross the street.",Local Guide · 92 reviews · 890 photos,Local Guide · 92 reviews · 890 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNwdGRIYzdnRRAB",2024-10-09T07:04:13Z
SARPI | Georgian-Turkish border - Google Maps,Eslem Csr,5 stars,We were there at 11 on Sunday. We passed easily because it was not crowded.,Local Guide · 146 reviews · 554 photos,Local Guide · 146 reviews · 554 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURMdXZiUE13EAE",2024-10-09T07:04:13Z
SARPI | Georgian-Turkish border - Google Maps,Diana,4 stars,"A lot of people. The queues are not controlled in any way, who will get in first. The border guards don't look friendly. From the Turkish side they easily let you through and don’t stop you. And on the Georgian side, they seem to be looking …. More",Local Guide · 67 reviews · 305 photos,Local Guide · 67 reviews · 305 photos,11 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUQ1eWV2LUpnEAE",2024-10-09T07:04:13Z
SARPI | Georgian-Turkish border - Google Maps,Emine Can,4 stars,"It's a nice but very expensive place, but still the view is beautiful, the beaches are beautiful, the structures are very nice, different places are nice in terms of culture.",Local Guide · 57 reviews · 37 photos,Local Guide · 57 reviews · 37 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURadDVuVldREAE",2024-10-09T07:04:13Z
SARPI | Georgian-Turkish border - Google Maps,Mateusz Chojnacki,2 stars,"You can find huge queues (about 1 hour of waiting), it's hot inside, no air conditioning, people are pushing in and calling names. Polish citizens can cross borders without filling out any paperwork. On the Turkish side, a small town. There are many buses, you can go to Ankara or Hope.",Local Guide · 52 reviews · 7 photos,Local Guide · 52 reviews · 7 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURwODg2eXBBRRAB",2024-10-09T07:04:14Z
SARPI | Georgian-Turkish border - Google Maps,namütenahi seyyah,3 stars,"The building is very bad, everywhere is dirty and the air conditioners do not work. It is also a painful working environment for the employees. We even passed inside, our documents were complete, the passage was completed in half an hour. …. More","Local Guide · 301 reviews · 3,528 photos","Local Guide · 301 reviews · 3,528 photos",a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURwbko3OEtBEAE",2024-10-09T07:04:14Z
SARPI | Georgian-Turkish border - Google Maps,Mükremin Merey,2 stars,"On the Georgian side, the entrances are a little late, they are busy with distracting and unnecessary things, their records are checked, I don't understand why they keep the citizens who already have a clean record waiting, be careful with …. More",Local Guide · 192 reviews · 271 photos,Local Guide · 192 reviews · 271 photos,3 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNpc3B5VXlBRRAB",2024-10-09T07:04:14Z
SARPI | Georgian-Turkish border - Google Maps,David Shekoyan,3 stars,"The staff works well, but they can’t cope with the huge flow of people on both sides. The fans don’t work everywhere. But the duty free service is not bad. You need to spend about 25 minutes to go through all the lines",Local Guide · 45 reviews · 108 photos,Local Guide · 45 reviews · 108 photos,6 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNRdDRuaWF3EAE",2024-10-09T07:04:14Z
